timestamp,symbol,bid,ask,bid_qty,ask_qty
1781169513390,XRPUSDT,1.1166,1.1167,38118.0,199687.1
1781169513544,XRPUSDT,1.1166,1.1167,38118.0,199663.7
1781169513545,XRPUSDT,1.1166,1.1167,39867.6,199663.7
1781169513546,XRPUSDT,1.1166,1.1167,39868.2,199663.7
1781169513547,XRPUSDT,1.1166,1.1167,39868.2,199687.0
1781169513556,XRPUSDT,1.1166,1.1167,38118.6,199687.0
1781169513564,XRPUSDT,1.1166,1.1167,37278.5,199687.0
1781169513568,XRPUSDT,1.1166,1.1167,38118.7,199687.0
1781169513725,XRPUSDT,1.1166,1.1167,38124.1,199687.0
1781169513726,XRPUSDT,1.1166,1.1167,39873.7,199687.0
1781169513727,XRPUSDT,1.1166,1.1167,39864.7,199687.0
1781169513727,XRPUSDT,1.1166,1.1167,39864.1,199687.0
1781169513730,XRPUSDT,1.1166,1.1167,38114.5,199687.0
1781169513768,XRPUSDT,1.1166,1.1167,38046.8,199687.0
1781169513769,XRPUSDT,1.1166,1.1167,39796.4,199687.0
1781169513770,XRPUSDT,1.1166,1.1167,39797.0,199687.0
1781169513770,XRPUSDT,1.1166,1.1167,39806.0,199687.0
1781169513771,XRPUSDT,1.1166,1.1167,39873.8,199687.0
1781169513784,XRPUSDT,1.1166,1.1167,38124.2,199687.0
1781169513795,XRPUSDT,1.1166,1.1167,37991.0,199687.0
1781169513801,XRPUSDT,1.1166,1.1167,38137.2,199687.0
1781169513818,XRPUSDT,1.1166,1.1167,38137.2,198809.1
1781169513819,XRPUSDT,1.1166,1.1167,39886.8,198809.1
1781169513821,XRPUSDT,1.1166,1.1167,39877.8,198809.1
1781169513821,XRPUSDT,1.1166,1.1167,39877.2,198809.1
1781169513863,XRPUSDT,1.1166,1.1167,39877.2,207671.4
1781169513864,XRPUSDT,1.1166,1.1167,39886.2,207671.4
1781169513865,XRPUSDT,1.1166,1.1167,39886.2,207670.8
1781169513865,XRPUSDT,1.1166,1.1167,39886.2,207666.3
1781169513865,XRPUSDT,1.1166,1.1167,38136.6,207666.3
1781169513865,XRPUSDT,1.1166,1.1167,38136.6,207670.8
1781169513867,XRPUSDT,1.1166,1.1167,38127.7,207670.8
1781169513876,XRPUSDT,1.1166,1.1167,29646.8,207670.8
1781169513878,XRPUSDT,1.1166,1.1167,29632.0,207670.8
1781169513879,XRPUSDT,1.1166,1.1167,29646.8,207670.8
1781169513881,XRPUSDT,1.1166,1.1167,29646.8,207678.8
1781169513942,XRPUSDT,1.1166,1.1167,29681.8,207678.8
1781169513943,XRPUSDT,1.1166,1.1167,31431.4,207678.8
1781169513945,XRPUSDT,1.1166,1.1167,31422.4,207678.8
1781169513945,XRPUSDT,1.1166,1.1167,31423.0,207678.8
1781169513947,XRPUSDT,1.1166,1.1167,31429.0,207678.8
1781169513948,XRPUSDT,1.1166,1.1167,29679.4,207678.8
1781169513949,XRPUSDT,1.1166,1.1167,29688.4,207678.8
1781169513949,XRPUSDT,1.1166,1.1167,29694.3,207678.8
1781169513951,XRPUSDT,1.1166,1.1167,29700.3,207678.8
1781169513968,XRPUSDT,1.1166,1.1167,29700.3,207589.3
1781169514012,XRPUSDT,1.1166,1.1167,35578.8,207589.3
1781169514013,XRPUSDT,1.1166,1.1167,35587.5,207589.3
1781169514013,XRPUSDT,1.1166,1.1167,35578.5,207589.3
1781169514013,XRPUSDT,1.1166,1.1167,35577.9,207589.3
1781169514014,XRPUSDT,1.1166,1.1167,37327.5,207589.3
1781169514015,XRPUSDT,1.1166,1.1167,37336.5,207589.3
1781169514018,XRPUSDT,1.1166,1.1167,37345.3,207589.3
1781169514019,XRPUSDT,1.1166,1.1167,37364.2,207589.3
1781169514032,XRPUSDT,1.1166,1.1167,35614.6,207589.3
1781169514093,XRPUSDT,1.1166,1.1167,34774.4,207589.3
1781169514094,XRPUSDT,1.1166,1.1167,36524.0,207589.3
